# These data have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
#,,,,,,,,,,
#SITE_ABB: A text abbreviation of the site name primarily for use within the National Water Quality Program,,,,,,,,,,
#SITE_QW_ID: Unique USGS station number indicating location where water-quality samples are collected (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text),,,,,,,,,,
#SITE_FLOW_ID: Typically a unique USGS station number indicating location where streamflow data is recorded. In some instances these data are obtained from outside sources--in those cases the site number used by that entity is displayed, if no site number is available an abbreviated indicator of the collecting agency is displayed  (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text) ,,,,,,,,,
#CONSTIT: A character abbreviation indicative of the water-quality constituent being reported. Values include NO3_NO2: nitrate plus nitrite, filtered as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration; NH3: ammonia, filtered as N; OP: orthophosphate, filtered, as P; TKN: total Kjeldahl nitrogen, as N; SI: silica, filtered, as SiO2,,,
#WY: A numeric identifier of the water year in which data were recorded.  A water year is defined as the 12-month period October 1, for any given year through September 30, of the following year. The water year is designated by the calendar year in which it ends.,,,,,,,,
#MODTYPE: A character indicator of the type of model used to compute water-quality loads. Values include COMP indicating the composite method; CONTIN indicating loads were computed through the use of continuous nitrate data; DAILY indicating data were computed using daily values (SSC only); REG indicating models were computed using regression methods described in the technical information portion of the website using a 5-year moving window; REG_2; REG_3; REG_4 indicating models were computed using regression methods described in the technical information portion of the website but with a 2 3 or 4-year moving windows (respectively) as opposed to a 5-year moving window; REG_PRELIM indicating that a model was developed using data collecting during the initial 2-4 years in which a site was sampled; models at these sites will continue to be updated until 5 years of data are collected; and REGHIST indicating that models were computed according to procedures described in Aulenbach and others (2007),,,,,,,,,,
#TONS: Annual water-quality load measured in tons,,,,,,,,,,
#TONS_L95: Lower 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#TONS_U95: Upper 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#FWC: Flow-weighted constituent concentration in milligrams per liter per year,,,,,,,,,,
#YIELD: Water-quality constituent yield; in tons per square mile; defined as the load divided by the upstream drainage area of the water-quality site.  Yields are not computed (and are listed as NA) for Mississippi and Atchafalaya River sites downstream from the Old River diversion.,,,,,,,,,,
SITE_ABB,SITE_QW_ID,SITE_FLOW_ID,CONSTIT,WY,MODTYPE,TONS,TONS_L95,TONS_U95,FWC,YIELD
KERS,6754000,6754000,SSC,2015,REG_3,788000,606000,1010000,294,81.6
KERS,6754000,6754000,SSC,2016,REG_4,282000,219000,358000,192,29.2
KERS,6754000,6754000,TN,1993,REG,5160,4880,5460,6.73,0.534
KERS,6754000,6754000,TN,1994,REG,4640,4370,4920,7.42,0.48
KERS,6754000,6754000,TN,1995,REG,7710,7180,8260,3.3,0.798
KERS,6754000,6754000,TN,1996,REG,5720,5420,6040,5.83,0.592
KERS,6754000,6754000,TN,1997,REG,7020,6610,7450,4.2,0.727
KERS,6754000,6754000,TN,1999,REG,9270,8660,9910,5.09,0.96
KERS,6754000,6754000,TN,2000,REG,6210,5890,6550,7.89,0.643
KERS,6754000,6754000,TN,2001,REG,5420,5140,5710,7.92,0.561
KERS,6754000,6754000,TN,2002,REG,3570,3400,3750,9.18,0.37
KERS,6754000,6754000,TN,2003,REG,4200,4010,4400,6.93,0.435
KERS,6754000,6754000,TN,2010,REG_3,6650,6090,7240,5.1,0.688
KERS,6754000,6754000,TN,2015,REG_3,7350,6920,7810,2.74,0.761
KERS,6754000,6754000,TN,2016,REG_4,5250,4950,5550,3.58,0.543
KERS,6754000,6754000,TP,1993,REG,599,543,660,0.781,0.062
KERS,6754000,6754000,TP,1994,REG,527,474,585,0.843,0.0545
KERS,6754000,6754000,TP,1995,REG,1110,944,1300,0.475,0.115
KERS,6754000,6754000,TP,1996,REG,661,600,728,0.674,0.0684
KERS,6754000,6754000,TP,1997,REG,882,784,990,0.527,0.0913
KERS,6754000,6754000,TP,1998,REG,932,849,1020,0.722,0.0965
KERS,6754000,6754000,TP,1999,REG,1230,1080,1400,0.675,0.127
KERS,6754000,6754000,TP,2000,REG,640,589,694,0.813,0.0662
KERS,6754000,6754000,TP,2001,REG,589,534,647,0.861,0.061
KERS,6754000,6754000,TP,2002,REG,384,346,424,0.987,0.0397
KERS,6754000,6754000,TP,2003,REG,617,532,713,1.02,0.0639
KERS,6754000,6754000,TP,2004,REG,457,394,528,0.889,0.0473
KERS,6754000,6754000,TP,2005,REG,665,556,790,0.785,0.0688
KERS,6754000,6754000,TP,2006,REG,437,394,483,0.943,0.0452
KERS,6754000,6754000,TP,2010,REG_3,954,854,1060,0.732,0.0987
KERS,6754000,6754000,TP,2015,REG_3,1320,1190,1470,0.493,0.137
KERS,6754000,6754000,TP,2016,REG_4,776,711,846,0.528,0.0803
THED,6775900,6775900,NH3,1993,REG,4.74,4.46,5.06,0.0237,0.00491
THED,6775900,6775900,NH3,1994,REG,3.93,3.72,4.15,0.0186,0.00407
THED,6775900,6775900,NH3,1996,REG,2.49,2.35,2.64,0.0116,0.00258
THED,6775900,6775900,NH3,1997,REG,2.01,1.9,2.13,0.00885,0.00208
THED,6775900,6775900,NO3_NO2,1993,REG,116,100,134,0.58,0.12
THED,6775900,6775900,NO3_NO2,1994,REG,95.3,84.6,107,0.452,0.0987
THED,6775900,6775900,NO3_NO2,1995,REG,95,NA,NA,0.437,0.0983
THED,6775900,6775900,NO3_NO2,1996,REG,96.6,85.5,115,0.45,0.1
THED,6775900,6775900,NO3_NO2,1997,REG,124,107,143,0.546,0.128
THED,6775900,6775900,NO3_NO2,1998,REG,124,105,145,0.566,0.128
THED,6775900,6775900,NO3_NO2,2001,REG_4,112,109,114,0.505,0.116
THED,6775900,6775900,NO3_NO2,2002,REG_4,106,104,109,0.503,0.11
THED,6775900,6775900,NO3_NO2,2003,REG_4,110,107,112,0.506,0.114
THED,6775900,6775900,NO3_NO2,2004,REG_4,108,106,111,0.503,0.112
THED,6775900,6775900,NO3_NO2,2013,REG_PRELIM,125,125,126,0.541,0.129
THED,6775900,6775900,NO3_NO2,2014,REG_PRELIM,132,131,132,0.552,0.137
THED,6775900,6775900,NO3_NO2,2015,REG_PRELIM,118,117,118,0.532,0.122
THED,6775900,6775900,NO3_NO2,2016,REG_PRELIM,130,129,130,0.559,0.135
THED,6775900,6775900,SSC,2001,REG_4,102000,86300,121000,460,106
THED,6775900,6775900,SSC,2002,REG_4,64100,54800,74500,304,66.4
THED,6775900,6775900,SSC,2003,REG_4,63100,53600,73900,290,65.3
THED,6775900,6775900,SSC,2004,REG_4,91800,76900,109000,427,95
THED,6775900,6775900,TN,1993,REG,141,126,158,0.705,0.146
THED,6775900,6775900,TN,1994,REG,160,143,177,0.759,0.166
THED,6775900,6775900,TN,1995,REG,212,165,268,0.974,0.219
THED,6775900,6775900,TN,1996,REG,174,157,194,0.81,0.18
THED,6775900,6775900,TN,1997,REG,229,192,271,1.01,0.237
THED,6775900,6775900,TN,1998,REG,192,171,214,0.877,0.199
THED,6775900,6775900,TN,2001,REG_3,163,156,171,0.735,0.169
THED,6775900,6775900,TN,2002,REG_3,155,147,162,0.735,0.16
THED,6775900,6775900,TN,2003,REG_3,160,152,168,0.735,0.166
THED,6775900,6775900,TP,1993,REG,35.1,29.5,41.4,0.176,0.0363
THED,6775900,6775900,TP,1994,REG,84.3,1.96,495,0.4,0.0873
THED,6775900,6775900,TP,1995,REG,720,NA,NA,3.31,0.745
THED,6775900,6775900,TP,1996,REG,185,0.011,838,0.861,0.192
THED,6775900,6775900,TP,1997,REG,71.4,39,120,0.314,0.0739
THED,6775900,6775900,TP,1998,REG_4,44,41.4,46.8,0.201,0.0455
THED,6775900,6775900,TP,2001,REG_4,47.6,45.5,49.8,0.215,0.0493
THED,6775900,6775900,TP,2002,REG_4,41.6,40.1,43.1,0.197,0.0431
THED,6775900,6775900,TP,2003,REG_4,44.5,42.9,46.3,0.205,0.0461
THED,6775900,6775900,TP,2004,REG_4,48.7,46.1,51.4,0.227,0.0504
NICK,6800000,6800000,NH3,2008,REG_3,178,36.9,370,1.34,0.484
NICK,6800000,6800000,NH3,2010,REG_3,99,19.6,219,0.447,0.269
NICK,6800000,6800000,NH3,2012,REG_3,18.3,0.664,113,0.407,0.0497
NICK,6800000,6800000,NH3,2013,REG_3,5.11,0.321,25.4,0.152,0.0139
NICK,6800000,6800000,NH3,2014,REG_4,15.1,3.55,58.7,0.146,0.041
NICK,6800000,6800000,NH3,2015,REG_4,26.7,8.82,60,0.277,0.0726
NICK,6800000,6800000,NO3_NO2,1993,REG_4,1170,964,1410,4.75,3.18
NICK,6800000,6800000,NO3_NO2,1994,REG_4,607,538,686,4.86,1.65
NICK,6800000,6800000,NO3_NO2,1995,REG_4,508,427,600,4.94,1.38
NICK,6800000,6800000,NO3_NO2,1997,REG_4,508,449,574,5.12,1.38
NICK,6800000,6800000,NO3_NO2,1998,REG_4,703,633,779,5.02,1.91
NICK,6800000,6800000,NO3_NO2,1999,REG_4,1190,1050,1340,6.21,3.23
NICK,6800000,6800000,NO3_NO2,2000,REG_4,311,274,351,4.08,0.845
NICK,6800000,6800000,NO3_NO2,2001,REG,384,322,455,4.37,1.04
NICK,6800000,6800000,NO3_NO2,2002,REG,283,258,310,4.65,0.769
NICK,6800000,6800000,NO3_NO2,2003,REG,203,130,304,4.1,0.552
NICK,6800000,6800000,NO3_NO2,2004,REG,302,207,428,4.51,0.821
NICK,6800000,6800000,NO3_NO2,2005,REG,190,135,259,5.06,0.516
NICK,6800000,6800000,NO3_NO2,2006,REG,77.3,53.7,109,4.24,0.21
NICK,6800000,6800000,NO3_NO2,2008,REG_4,706,532,951,5.33,1.92
NICK,6800000,6800000,NO3_NO2,2010,REG_3,1170,830,1690,5.28,3.18
NICK,6800000,6800000,NO3_NO2,2012,REG_3,195,171,221,4.33,0.53
NICK,6800000,6800000,NO3_NO2,2013,REG_3,103,85.1,123,3.05,0.28
NICK,6800000,6800000,NO3_NO2,2014,REG_4,436,343,552,4.21,1.18
NICK,6800000,6800000,NO3_NO2,2015,REG_4,464,434,499,4.81,1.26
NICK,6800000,6800000,OP,2008,REG_3,31.9,28.2,36.4,0.241,0.0867
NICK,6800000,6800000,OP,2010,REG_3,45.5,40.3,51.9,0.205,0.124
NICK,6800000,6800000,OP,2012,REG_3,11.3,10,12.8,0.251,0.0307
NICK,6800000,6800000,OP,2013,REG_3,10.2,8.85,11.7,0.302,0.0277
NICK,6800000,6800000,OP,2014,REG_4,33,29.5,37,0.319,0.0897
NICK,6800000,6800000,OP,2015,REG_4,25.7,24,27.6,0.266,0.0698
NICK,6800000,6800000,SSC,1993,REG_4,2050000,NA,NA,8330,5570
NICK,6800000,6800000,SSC,1994,REG_4,995000,NA,NA,7960,2700
NICK,6800000,6800000,SSC,1995,REG_4,469000,14500,2620000,4560,1270
NICK,6800000,6800000,SSC,1997,REG_4,664000,304000,2010000,6690,1800
NICK,6800000,6800000,SSC,1998,REG_4,218000,150000,317000,1560,592
NICK,6800000,6800000,SSC,1999,REG_4,247000,170000,348000,1290,671
NICK,6800000,6800000,SSC,2000,REG_4,37500,18500,69200,492,102
NICK,6800000,6800000,SSC,2001,REG,214000,94400,421000,2430,582
NICK,6800000,6800000,SSC,2002,REG,94200,23000,264000,1550,256
NICK,6800000,6800000,SSC,2003,REG,688000,134000,2140000,13900,1870
NICK,6800000,6800000,SSC,2004,REG,1040000,201000,3270000,15500,2830
NICK,6800000,6800000,SSC,2005,REG,135000,28800,403000,3600,367
NICK,6800000,6800000,SSC,2006,REG,41100,3630,180000,2260,112
NICK,6800000,6800000,SSC,2008,REG_4,161000,98500,297000,1210,438
NICK,6800000,6800000,SSC,2010,REG_3,409000,252000,728000,1850,1110
NICK,6800000,6800000,SSC,2012,REG_3,39000,11200,100000,867,106
NICK,6800000,6800000,SSC,2013,REG_3,224000,58900,598000,6640,609
NICK,6800000,6800000,SSC,2014,REG_4,356000,165000,731000,3440,967
NICK,6800000,6800000,TN,1993,REG_4,1290,1130,1480,5.24,3.51
NICK,6800000,6800000,TN,1994,REG_4,771,704,844,6.17,2.1
NICK,6800000,6800000,TN,1995,REG_4,734,634,845,7.13,1.99
NICK,6800000,6800000,TN,1997,REG_4,570,529,614,5.74,1.55
NICK,6800000,6800000,TN,1998,REG_4,846,762,938,6.04,2.3
NICK,6800000,6800000,TN,1999,REG_4,1450,1130,1830,7.56,3.94
NICK,6800000,6800000,TN,2000,REG_4,406,333,493,5.32,1.1
NICK,6800000,6800000,TN,2001,REG,771,659,897,8.76,2.1
NICK,6800000,6800000,TN,2002,REG,495,411,591,8.13,1.35
NICK,6800000,6800000,TN,2003,REG,995,342,2300,20.1,2.7
NICK,6800000,6800000,TN,2010,REG_3,4410,3080,6340,19.9,12
NICK,6800000,6800000,TN,2013,REG_3,347,255,463,10.3,0.943
NICK,6800000,6800000,TN,2014,REG_3,1360,943,1920,13.1,3.7
NICK,6800000,6800000,TN,2015,REG_3,885,721,1200,9.17,2.4
NICK,6800000,6800000,TP,1993,REG_4,61.3,34.7,194,0.249,0.167
NICK,6800000,6800000,TP,1994,REG_4,63.8,32.9,132,0.511,0.173
NICK,6800000,6800000,TP,1995,REG_4,59.2,39.9,84.5,0.575,0.161
NICK,6800000,6800000,TP,1997,REG_4,46.4,32.8,65.8,0.467,0.126
NICK,6800000,6800000,TP,1998,REG_4,74.8,36.7,140,0.534,0.203
NICK,6800000,6800000,TP,1999,REG_4,86.5,69.6,106,0.451,0.235
NICK,6800000,6800000,TP,2000,REG_4,20.9,16,27,0.274,0.0568
NICK,6800000,6800000,TP,2001,REG,137,83.4,214,1.56,0.372
NICK,6800000,6800000,TP,2002,REG,113,50.8,221,1.86,0.307
NICK,6800000,6800000,TP,2003,REG,680,232,1570,13.7,1.85
NICK,6800000,6800000,TP,2004,REG,613,220,1370,9.16,1.67
NICK,6800000,6800000,TP,2005,REG,66.7,29,132,1.78,0.181
NICK,6800000,6800000,TP,2006,REG,26.3,6.46,75.1,1.44,0.0715
NICK,6800000,6800000,TP,2008,REG_4,156,91.4,383,1.18,0.424
NICK,6800000,6800000,TP,2010,REG_3,170,80.8,491,0.767,0.462
NICK,6800000,6800000,TP,2012,REG_3,22.5,15.8,31,0.5,0.0611
NICK,6800000,6800000,TP,2013,REG_3,77.9,41.8,133,2.31,0.212
NICK,6800000,6800000,TP,2014,REG_4,310,183,509,2.99,0.842
NICK,6800000,6800000,TP,2015,REG_4,238,129,685,2.47,0.647
ELKH,6800500,6800500,NH3,1993,REG_3,893,657,1190,0.235,0.129
ELKH,6800500,6800500,NH3,1994,REG_3,623,394,939,0.298,0.0903
ELKH,6800500,6800500,NH3,1995,REG_3,632,492,799,0.228,0.0916
ELKH,6800500,6800500,NH3,2011,REG_4,318,80.7,869,0.126,0.0461
ELKH,6800500,6800500,NH3,2013,REG_4,71.5,25.4,161,0.0813,0.0104
ELKH,6800500,6800500,NH3,2014,REG_4,140,16.5,542,0.0792,0.0203
ELKH,6800500,6800500,NH3,2015,REG_4,173,54.4,419,0.1,0.0251
ELKH,6800500,6800500,NH3,2016,REG_4,1620,401,4470,0.469,0.235
ELKH,6800500,6800500,NO3_NO2,1993,REG_3,12900,9750,16800,3.39,1.87
ELKH,6800500,6800500,NO3_NO2,1994,REG_3,6210,4810,7900,2.97,0.9
ELKH,6800500,6800500,NO3_NO2,1995,REG_3,7410,5120,10400,2.67,1.07
ELKH,6800500,6800500,NO3_NO2,2011,REG_4,16500,12300,21500,6.52,2.39
ELKH,6800500,6800500,NO3_NO2,2013,REG_4,2520,1780,3450,2.86,0.365
ELKH,6800500,6800500,NO3_NO2,2014,REG_4,6910,5060,9210,3.91,1
ELKH,6800500,6800500,NO3_NO2,2015,REG_4,8840,7040,10900,5.12,1.28
ELKH,6800500,6800500,NO3_NO2,2016,REG_4,24800,17700,33700,7.18,3.59
ELKH,6800500,6800500,OP,1993,REG_3,787,650,944,0.207,0.114
ELKH,6800500,6800500,OP,1994,REG_3,471,401,549,0.225,0.0683
ELKH,6800500,6800500,OP,1995,REG_3,592,500,696,0.213,0.0858
ELKH,6800500,6800500,OP,2011,REG_4,1120,778,1560,0.443,0.162
ELKH,6800500,6800500,OP,2013,REG_4,180,134,238,0.205,0.0261
ELKH,6800500,6800500,OP,2014,REG_4,426,300,587,0.241,0.0617
ELKH,6800500,6800500,OP,2015,REG_3,791,468,1250,0.458,0.115
ELKH,6800500,6800500,OP,2016,REG_4,1400,991,1930,0.405,0.203
ELKH,6800500,6800500,SI,1993,REG_3,77600,70700,85000,20.4,11.2
ELKH,6800500,6800500,SI,1994,REG_3,47100,43100,51400,22.5,6.83
ELKH,6800500,6800500,SI,1995,REG_3,63300,56800,70400,22.8,9.17
ELKH,6800500,6800500,SSC,1993,REG_3,10500000,7710000,14000000,2760,1520
ELKH,6800500,6800500,SSC,1994,REG_3,3280000,2330000,4490000,1570,475
ELKH,6800500,6800500,SSC,1995,REG_3,8500000,6050000,11600000,3060,1230
ELKH,6800500,6800500,SSC,2011,REG_4,3400000,2240000,4960000,1340,493
ELKH,6800500,6800500,SSC,2013,REG_4,341000,228000,491000,388,49.4
ELKH,6800500,6800500,SSC,2014,REG_4,2490000,1320000,4290000,1410,361
ELKH,6800500,6800500,SSC,2015,REG_4,1480000,809000,2500000,857,214
ELKH,6800500,6800500,SSC,2016,REG_4,7030000,3460000,12800000,2040,1020
ELKH,6800500,6800500,TN,1993,REG_3,16900,14700,19300,4.44,2.45
ELKH,6800500,6800500,TN,1994,REG_3,9110,7810,10600,4.35,1.32
ELKH,6800500,6800500,TN,1995,REG_3,14900,12200,18000,5.37,2.16
ELKH,6800500,6800500,TN,2013,REG_PRELIM,4420,4090,4760,5.02,0.641
ELKH,6800500,6800500,TN,2014,REG_PRELIM,13400,12100,14800,7.58,1.94
ELKH,6800500,6800500,TN,2015,REG_PRELIM,12100,11200,13000,7.01,1.75
ELKH,6800500,6800500,TN,2016,REG_PRELIM,35600,31900,39700,10.3,5.16
ELKH,6800500,6800500,TP,1993,REG_3,2120,1610,2750,0.557,0.307
ELKH,6800500,6800500,TP,1994,REG_3,1100,867,1370,0.525,0.159
ELKH,6800500,6800500,TP,1995,REG_3,1600,1220,2080,0.577,0.232
ELKH,6800500,6800500,TP,2011,REG_4,2070,1790,2370,0.819,0.3
ELKH,6800500,6800500,TP,2013,REG_4,684,585,794,0.778,0.0991
ELKH,6800500,6800500,TP,2014,REG_4,1920,1550,2350,1.09,0.278
ELKH,6800500,6800500,TP,2015,REG_4,1390,1190,1630,0.805,0.201
ELKH,6800500,6800500,TP,2016,REG_4,4370,3420,5510,1.27,0.633
LOUI,6805500,6805500,NH3,1978,REGHIST,1510,564,3310,0.234,0.0177
LOUI,6805500,6805500,NH3,1979,REGHIST,1280,658,2240,0.228,0.015
LOUI,6805500,6805500,NH3,1980,REGHIST,1760,1060,2750,0.267,0.0206
LOUI,6805500,6805500,NH3,1981,REGHIST,820,493,1290,0.221,0.00961
LOUI,6805500,6805500,NH3,1982,REGHIST,2630,1250,4900,0.335,0.0308
LOUI,6805500,6805500,NH3,1983,REGHIST,3230,1980,4990,0.239,0.0378
LOUI,6805500,6805500,NH3,1984,REGHIST,3300,2090,4960,0.206,0.0387
LOUI,6805500,6805500,NH3,1985,REGHIST,1570,1160,2070,0.18,0.0184
LOUI,6805500,6805500,NH3,1986,REGHIST,1190,773,1750,0.122,0.0139
LOUI,6805500,6805500,NH3,1987,REGHIST,1900,565,4760,0.16,0.0223
LOUI,6805500,6805500,NH3,1988,REGHIST,854,600,1180,0.148,0.01
LOUI,6805500,6805500,NH3,1989,REGHIST,662,477,896,0.131,0.00775
LOUI,6805500,6805500,NH3,1990,REGHIST,657,461,909,0.117,0.0077
LOUI,6805500,6805500,NH3,1991,REGHIST,430,278,635,0.0832,0.00504
LOUI,6805500,6805500,NH3,1992,REGHIST,657,491,862,0.104,0.0077
LOUI,6805500,6805500,NH3,1993,REGHIST,2660,1570,4220,0.183,0.0312
LOUI,6805500,6805500,NH3,1994,REGHIST,890,586,1300,0.108,0.0104
LOUI,6805500,6805500,NH3,1995,REGHIST,788,502,1180,0.0756,0.00923
LOUI,6805500,6805500,NH3,1996,REGHIST,544,309,892,0.0567,0.00637
LOUI,6805500,6805500,NH3,1997,REGHIST,1090,565,1910,0.125,0.0128
LOUI,6805500,6805500,NH3,1998,REGHIST,1550,851,2590,0.14,0.0182
LOUI,6805500,6805500,NH3,1999,REGHIST,1190,679,1950,0.104,0.0139
LOUI,6805500,6805500,NH3,2000,REGHIST,367,213,591,0.0562,0.0043
LOUI,6805500,6805500,NH3,2001,REGHIST,858,357,1750,0.121,0.0101
LOUI,6805500,6805500,NH3,2002,REGHIST,377,176,713,0.0851,0.00442
LOUI,6805500,6805500,NH3,2003,REGHIST,591,257,1170,0.135,0.00692
LOUI,6805500,6805500,NH3,2004,REGHIST,751,128,2490,0.168,0.0088
LOUI,6805500,6805500,NH3,2005,REGHIST,658,260,1390,0.13,0.00771
LOUI,6805500,6805500,NH3,2006,REGHIST,948,143,3310,0.232,0.0111
LOUI,6805500,6805500,NH3,2007,REGHIST,1370,274,4210,0.168,0.016
LOUI,6805500,6805500,NH3,2008,REGHIST,1220,383,2950,0.117,0.0143
LOUI,6805500,6805500,NH3,2009,REGHIST,478,168,1090,0.0552,0.0056
LOUI,6805500,6805500,NH3,2010,REGHIST,1260,139,4980,0.0989,0.0148
LOUI,6805500,6805500,NH3,2011,REGHIST,487,264,828,0.0429,0.0057
LOUI,6805500,6805500,NH3,2012,REGHIST,297,191,441,0.049,0.00348
LOUI,6805500,6805500,NH3,2013,REG,219,121,367,0.0496,0.00257
LOUI,6805500,6805500,NH3,2014,REG,270,162,426,0.0358,0.00316
LOUI,6805500,6805500,NH3,2015,REG,791,6.74,5220,0.0839,0.00927
LOUI,6805500,6805500,NH3,2016,REG,245,133,415,0.021,0.00287
LOUI,6805500,6805500,NO3_NO2,1975,REGHIST,7710,3700,14300,1.65,0.0903
LOUI,6805500,6805500,NO3_NO2,1976,REGHIST,6450,3370,11200,1.69,0.0756
LOUI,6805500,6805500,NO3_NO2,1977,REGHIST,4060,2370,6500,0.876,0.0476
LOUI,6805500,6805500,NO3_NO2,1978,REGHIST,11800,3210,31200,1.83,0.138
LOUI,6805500,6805500,NO3_NO2,1979,REGHIST,6020,2280,13000,1.07,0.0705
LOUI,6805500,6805500,NO3_NO2,1980,REGHIST,11000,5110,20700,1.67,0.129
LOUI,6805500,6805500,NO3_NO2,1981,REGHIST,5170,2170,10500,1.39,0.0606
LOUI,6805500,6805500,NO3_NO2,1982,REGHIST,23000,6530,59100,2.93,0.269
LOUI,6805500,6805500,NO3_NO2,1983,REGHIST,34700,9870,89100,2.57,0.406
LOUI,6805500,6805500,NO3_NO2,1984,REGHIST,55800,6800,212000,3.48,0.654
LOUI,6805500,6805500,NO3_NO2,1985,REGHIST,17100,10700,26000,1.97,0.2
LOUI,6805500,6805500,NO3_NO2,1986,REGHIST,16500,11600,22600,1.69,0.193
LOUI,6805500,6805500,NO3_NO2,1987,REGHIST,23800,14500,36900,2.01,0.279
LOUI,6805500,6805500,NO3_NO2,1988,REGHIST,8720,6030,12200,1.51,0.102
LOUI,6805500,6805500,NO3_NO2,1989,REGHIST,6250,4260,8850,1.24,0.0732
LOUI,6805500,6805500,NO3_NO2,1990,REGHIST,5400,3670,7670,0.959,0.0633
LOUI,6805500,6805500,NO3_NO2,1991,REGHIST,5870,3740,8790,1.14,0.0688
LOUI,6805500,6805500,NO3_NO2,1992,REGHIST,12200,8560,16900,1.93,0.143
LOUI,6805500,6805500,NO3_NO2,1993,REGHIST,44800,27800,68300,3.08,0.525
LOUI,6805500,6805500,NO3_NO2,1994,REGHIST,20800,14800,28500,2.52,0.244
LOUI,6805500,6805500,NO3_NO2,1995,REGHIST,9760,5260,16600,0.936,0.114
LOUI,6805500,6805500,NO3_NO2,1996,REGHIST,7970,3700,15100,0.83,0.0934
LOUI,6805500,6805500,NO3_NO2,1997,REGHIST,15600,8100,27200,1.79,0.183
LOUI,6805500,6805500,NO3_NO2,1998,REGHIST,25900,15100,41600,2.34,0.303
LOUI,6805500,6805500,NO3_NO2,1999,REGHIST,28300,18000,42500,2.48,0.331
LOUI,6805500,6805500,NO3_NO2,2000,REGHIST,10300,6460,15700,1.58,0.121
LOUI,6805500,6805500,NO3_NO2,2001,REGHIST,20400,10200,36700,2.87,0.239
LOUI,6805500,6805500,NO3_NO2,2002,REGHIST,9250,4970,15800,2.09,0.108
LOUI,6805500,6805500,NO3_NO2,2003,REGHIST,9000,4290,16700,2.06,0.105
LOUI,6805500,6805500,NO3_NO2,2004,REGHIST,22000,7120,52300,4.92,0.258
LOUI,6805500,6805500,NO3_NO2,2005,REGHIST,12400,7270,19900,2.45,0.145
LOUI,6805500,6805500,NO3_NO2,2006,REGHIST,12000,6070,21500,2.93,0.141
LOUI,6805500,6805500,NO3_NO2,2007,REGHIST,19500,1770,82200,2.39,0.228
LOUI,6805500,6805500,NO3_NO2,2008,REGHIST,26100,15400,41600,2.51,0.306
LOUI,6805500,6805500,NO3_NO2,2009,REGHIST,23300,13900,36900,2.69,0.273
LOUI,6805500,6805500,NO3_NO2,2010,REGHIST,29700,20000,42500,2.33,0.348
LOUI,6805500,6805500,NO3_NO2,2011,REGHIST,21300,13100,32600,1.88,0.25
LOUI,6805500,6805500,NO3_NO2,2012,REGHIST,11000,6920,16700,1.81,0.129
LOUI,6805500,6805500,NO3_NO2,2013,REG,7460,4000,12700,1.69,0.0874
LOUI,6805500,6805500,NO3_NO2,2014,REG,19800,12800,29200,2.63,0.232
LOUI,6805500,6805500,NO3_NO2,2015,REG,23700,14000,37700,2.52,0.278
LOUI,6805500,6805500,NO3_NO2,2016,REG,56000,36000,83200,4.8,0.656
LOUI,6805500,6805500,OP,1982,REGHIST,1540,1150,2020,0.196,0.018
LOUI,6805500,6805500,OP,1983,REGHIST,2490,1920,3180,0.184,0.0292
LOUI,6805500,6805500,OP,1984,REGHIST,2790,2070,3680,0.174,0.0327
LOUI,6805500,6805500,OP,1985,REGHIST,1440,1130,1810,0.165,0.0169
LOUI,6805500,6805500,OP,1986,REGHIST,1400,1010,1900,0.143,0.0164
LOUI,6805500,6805500,OP,1987,REGHIST,1890,1520,2330,0.159,0.0221
LOUI,6805500,6805500,OP,1988,REGHIST,863,713,1040,0.149,0.0101
LOUI,6805500,6805500,OP,1989,REGHIST,834,696,990,0.165,0.00977
LOUI,6805500,6805500,OP,1990,REGHIST,829,703,973,0.147,0.00971
LOUI,6805500,6805500,OP,1991,REGHIST,1110,912,1330,0.215,0.013
LOUI,6805500,6805500,OP,1992,REGHIST,1240,1080,1420,0.196,0.0145
LOUI,6805500,6805500,OP,1993,REGHIST,3430,2810,4150,0.236,0.0402
LOUI,6805500,6805500,OP,1994,REGHIST,1510,1240,1820,0.183,0.0177
LOUI,6805500,6805500,OP,1995,REGHIST,1540,1230,1910,0.148,0.018
LOUI,6805500,6805500,OP,1996,REGHIST,940,617,1370,0.0979,0.011
LOUI,6805500,6805500,OP,1997,REGHIST,1230,832,1760,0.141,0.0144
LOUI,6805500,6805500,OP,1998,REGHIST,2320,1760,3000,0.21,0.0272
LOUI,6805500,6805500,OP,1999,REGHIST,2220,1720,2810,0.194,0.026
LOUI,6805500,6805500,OP,2000,REGHIST,1050,761,1420,0.161,0.0123
LOUI,6805500,6805500,OP,2001,REGHIST,1760,1210,2460,0.248,0.0206
